2026-05-16 22:00:01 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Defining geographic areas of the Alpine National Park'
2026-05-17 01:01:16 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 5 for community 'Defining Official Observances of Saint-Jean-Baptiste Day in Quebec'
2026-05-17 01:01:16 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Defining Official Observances of Saint-Jean-Baptiste Day in Quebec' (id=community_l1_1803a527ac1d446ebc2a1e776e24fb1a, 5 members)
2026-05-17 01:01:16 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 874/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:01:16 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 874/1241: only 1 rollup input ('The symbolic link between Dutch royalty and the color orange')
2026-05-17 01:01:16 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 875/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:01:16 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 875/1241: only 1 rollup input ('White Sunday Holiday in Samoa')
2026-05-17 01:01:16 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 876/1241 (3 entity members from 1 super-nodes)
2026-05-17 01:01:16 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 876/1241: only 1 rollup input ('White Sunday celebrations surrounding childhood acknowledgment')
2026-05-17 01:01:16 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 877/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:01:16 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 877/1241: only 1 rollup input ('Church Service Activities Focused on Biblical Content')
2026-05-17 01:01:16 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 878/1241 (4 entity members from 1 super-nodes)
2026-05-17 01:01:16 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 878/1241: only 1 rollup input ('White Sunday gifts, supplies, and privileges for children')
2026-05-17 01:01:16 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 879/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:01:16 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 879/1241: only 1 rollup input ('Temporary Transfer of Family Privileges')
2026-05-17 01:01:16 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 880/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:01:16 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 880/1241: only 1 rollup input ('Christmas Observance in the Basque Country')
2026-05-17 01:01:16 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 881/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:01:16 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 881/1241: only 1 rollup input ('Rent Payments and Economic Transactions in Santo Tomas')
2026-05-17 01:01:16 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 882/1241 (6 entity members from 2 super-nodes)
2026-05-17 01:01:46 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'The Enduring Narrative Legacy of Romeo and Juliet' id=community_l1_d0b2cadf5d654e6ab8a36954ac0718b1
2026-05-17 01:01:47 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 6 for community 'The Enduring Narrative Legacy of Romeo and Juliet'
2026-05-17 01:01:47 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'The Enduring Narrative Legacy of Romeo and Juliet' (id=community_l1_d0b2cadf5d654e6ab8a36954ac0718b1, 6 members)
2026-05-17 01:01:47 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 883/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:01:47 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 883/1241: only 1 rollup input ('Norma Shearer's participation in the 1936 'Romeo and Juliet' production')
2026-05-17 01:01:47 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 884/1241 (4 entity members from 2 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Cinematic Adaptations of Enduring Literary Works' id=community_l1_2923112b294e4f0d81f5caee2377e543
2026-05-17 01:02:29 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 4 for community 'Cinematic Adaptations of Enduring Literary Works'
2026-05-17 01:02:29 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Cinematic Adaptations of Enduring Literary Works' (id=community_l1_2923112b294e4f0d81f5caee2377e543, 4 members)
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 885/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 885/1241: only 1 rollup input ('Star-Crossed Romantic Leads from Verona')
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 886/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 886/1241: only 1 rollup input ('Capulet Family Identity and Lineage')
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 887/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 887/1241: only 1 rollup input ('The Symbolism of Identity and Naming')
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 888/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 888/1241: only 1 rollup input ('First Japanese Broadcast Dates for Romeo × Juliet')
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 889/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 889/1241: only 1 rollup input ('Tomohiro Yoshida's sound direction role with Eminence Symphony Orchestra')
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 890/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 890/1241: only 1 rollup input ('Themes of "Inori: You Raise Me Up" for *Romeo × Juliet*')
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 891/1241 (3 entity members from 1 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 891/1241: only 1 rollup input ('Sibling Collaborators and Creative Authorship')
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 892/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 892/1241: only 1 rollup input ('James Gunn's satirical web series about spoofs of adult content')
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 893/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:02:29 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 893/1241: only 1 rollup input ('Guardians of the Galaxy film sequels by James Gunn')
2026-05-17 01:02:29 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 894/1241 (8 entity members from 4 super-nodes)
2026-05-17 01:03:17 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Command and Oversight Mechanisms in National Defense Intelligence' id=community_l1_ce51a8c76acc40698041b1d122161e49
2026-05-17 01:03:18 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 8 for community 'Command and Oversight Mechanisms in National Defense Intelligence'
2026-05-17 01:03:18 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Command and Oversight Mechanisms in National Defense Intelligence' (id=community_l1_ce51a8c76acc40698041b1d122161e49, 8 members)
2026-05-17 01:03:18 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 895/1241 (10 entity members from 4 super-nodes)
2026-05-17 01:04:07 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'National Intelligence Recognition Programs' id=community_l1_05f1ab02be0b4f8f9d93de6d29bb57d4
2026-05-17 01:04:08 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 10 for community 'National Intelligence Recognition Programs'
2026-05-17 01:04:08 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'National Intelligence Recognition Programs' (id=community_l1_05f1ab02be0b4f8f9d93de6d29bb57d4, 10 members)
2026-05-17 01:04:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 896/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:04:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 896/1241: only 1 rollup input ('Leadership Composition of the National Intelligence Board')
2026-05-17 01:04:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 897/1241 (3 entity members from 1 super-nodes)
2026-05-17 01:04:08 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 897/1241: only 1 rollup input ('Robert Suettinger's tenure as East Asia intelligence officer at NIC')
2026-05-17 01:04:08 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 898/1241 (10 entity members from 2 super-nodes)
2026-05-17 01:04:30 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Operational Cycle of Ground Intelligence Management' id=community_l1_a42decc6ebb64f1796904079f6a706b2
2026-05-17 01:04:30 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 10 for community 'Operational Cycle of Ground Intelligence Management'
2026-05-17 01:04:30 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Operational Cycle of Ground Intelligence Management' (id=community_l1_a42decc6ebb64f1796904079f6a706b2, 10 members)
2026-05-17 01:04:30 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 899/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:04:30 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 899/1241: only 1 rollup input ('Generating National Intelligence Estimates')
2026-05-17 01:04:30 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 900/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:04:30 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 900/1241: only 1 rollup input ('Start of Professional Surfing Career')
2026-05-17 01:04:30 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 901/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:04:30 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 901/1241: only 1 rollup input ('Birth Locations Associated with Hapaikekoa Ho')
2026-05-17 01:04:30 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 902/1241 (16 entity members from 3 super-nodes)
2026-05-17 01:05:12 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'The Evolution and Structure of Professional Surfing Competitions in Portugal' id=community_l1_4a2c08ce894f46cebad61a9a4cbc1b13
2026-05-17 01:05:13 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 16 for community 'The Evolution and Structure of Professional Surfing Competitions in Portugal'
2026-05-17 01:05:13 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'The Evolution and Structure of Professional Surfing Competitions in Portugal' (id=community_l1_4a2c08ce894f46cebad61a9a4cbc1b13, 16 members)
2026-05-17 01:05:13 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 903/1241 (3 entity members from 1 super-nodes)
2026-05-17 01:05:13 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 903/1241: only 1 rollup input ('Professional Surfing Career and Achievements of John John Florence')
2026-05-17 01:05:13 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 904/1241 (5 entity members from 2 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Supertubos as a Professional Surfing Destination in Peniche' id=community_l1_98cd7cd2f4a34623b2776fe04b6e7ecd
2026-05-17 01:05:50 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 5 for community 'Supertubos as a Professional Surfing Destination in Peniche'
2026-05-17 01:05:50 | IngestionPipeline | INFO |   [Community] ✓ Created L1 community 'Supertubos as a Professional Surfing Destination in Peniche' (id=community_l1_98cd7cd2f4a34623b2776fe04b6e7ecd, 5 members)
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 905/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 905/1241: only 1 rollup input ('North Shore Reefs within Kauai, Hawaii')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 906/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 906/1241: only 1 rollup input ('Declaring Andy Irons Day on February 13')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 907/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 907/1241: only 1 rollup input ('Australian Institutions Recognizing Sporting Achievement')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 908/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 908/1241: only 1 rollup input ('Dutch Male Naming Conventions and Usage Patterns')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 909/1241 (3 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 909/1241: only 1 rollup input ('Naming Choices for Marion Barry's Son')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 910/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 910/1241: only 1 rollup input ('Suburban Madness Television Movie')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 911/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 911/1241: only 1 rollup input ('Structural Comparison of Latvian Naming Conventions to European Cultures')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 912/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 912/1241: only 1 rollup input ('Naming practices restricted during the Soviet occupation')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 913/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 913/1241: only 1 rollup input ('Sela Ann Ward’s Professional Role as an Author')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 914/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 914/1241: only 1 rollup input ('Sanskrit linguistic source defining the lion symbol')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 915/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 915/1241: only 1 rollup input ('Designation of Identity through Title Usage')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 916/1241 (2 entity members from 1 super-nodes)
2026-05-17 01:05:50 | IngestionPipeline | DEBUG | [Community] Skipping L1 cluster 916/1241: only 1 rollup input ('Geographic Extent of Indian Naming Conventions')
2026-05-17 01:05:50 | IngestionPipeline | INFO | [Community] Summarising L1 cluster 917/1241 (2 entity members from 1 super-nodes)
